REF_DATE,unemployment,gdp,cycle12,cycle14,vacancy
2016-07-01,6.9,1931887.0,0.9898172802467468,0.9899774923378049,2.4
2016-08-01,6.9,1936423.0,0.9906397460728036,0.9906121192957272,2.5
2016-09-01,7.0,1941422.0,0.9917010093796751,0.9914468649372299,2.3
2016-10-01,6.9,1940404.0,0.9896953273133738,0.9891799881767385,2.4
2016-11-01,6.8,1947701.0,0.9919359986018889,0.9911245252562251,2.4
2016-12-01,6.9,1953152.0,0.9932374847815134,0.9921006503514516,2.6
2017-01-01,6.8,1962254.0,0.9963958838174171,0.9949054037466466,2.6
2017-02-01,6.6,1969304.0,0.9985121157074694,0.9966477733342028,2.6
2017-03-01,6.7,1978060.0,1.0014941959699988,0.9992376678464859,2.8
2017-04-01,6.5,1987668.0,1.004907407882403,1.0022457899495,2.7
2017-05-01,6.6,1992055.0,1.0056847696545423,1.002619376379404,2.7
2017-06-01,6.5,1996878.0,1.006690164796204,1.0032209151690328,2.7
2017-07-01,6.3,1996019.0,1.0048433617256547,1.0009869272234744,2.7
2017-08-01,6.2,1994122.0,1.0024915492609254,0.9982629962400744,2.7
2017-09-01,6.2,1999220.0,1.0036701268047623,0.9990714664161002,2.9
2017-10-01,6.4,1999518.0,1.0024517345453028,0.9975154863627637,2.8
2017-11-01,6.1,2008970.0,1.0058329930413625,1.000562552539017,3.0
2017-12-01,6.0,2014340.0,1.0071779178533915,1.0016146687050191,3.0
2018-01-01,5.9,2020721.0,1.0090383196724533,1.003216167041477,3.0
2018-02-01,6.0,2031403.0,1.0130533620039026,1.007001597144232,3.1
2018-03-01,5.8,2039914.0,1.0159917454309897,1.009763900219748,3.1
2018-04-01,5.8,2040275.0,1.0148838753647245,1.008557761695454,3.1
2018-05-01,5.9,2047718.0,1.0173124806788238,1.0109236296277773,3.1
2018-06-01,6.0,2050188.0,1.0172828465913457,1.0109081092244523,3.2
2018-07-01,5.9,2054500.0,1.018181339672853,1.0118796914831916,3.2
2018-08-01,6.0,2056138.0,1.017768961153484,1.0116158896581842,3.1
2018-09-01,5.8,2059567.0,1.0182575062998065,1.012316854619008,3.3
2018-10-01,5.7,2063118.0,1.0188190409410267,1.013161173917746,3.4
2018-11-01,5.7,2059427.0,1.0158203052836658,1.0105352166562012,3.3
2018-12-01,5.7,2062691.0,1.0162673943867604,1.0114069881957064,3.3
2019-01-01,5.7,2067478.0,1.017474272618819,1.0131056087019423,3.3
2019-02-01,5.8,2061962.0,1.013623841635084,1.0098356097975902,3.3
2019-03-01,5.9,2073732.0,1.0182789306321012,1.0151061285443468,3.3
2019-04-01,5.7,2086598.0,1.0234688694064016,1.020979789692853,3.3
2019-05-01,5.4,2092359.0,1.0251723202047311,1.0234403448562268,3.3
2019-06-01,5.6,2096319.0,1.0259949527695909,1.0250786265568432,3.2
2019-07-01,5.8,2097225.0,1.025325149783807,1.0252745592489256,3.2
2019-08-01,5.8,2097381.0,1.0242908368881278,1.0251450634502604,3.2
2019-09-01,5.6,2098372.0,1.0236640977195095,1.0254528109526166,3.1
2019-10-01,5.6,2099541.0,1.0231209325477584,1.0258627045170423,3.1
2019-11-01,5.9,2099164.0,1.021819167583555,1.0255167978411306,3.1
2019-12-01,5.6,2109773.0,1.025851959779805,1.0305192331742166,3.1
2020-01-01,5.5,2114210.0,1.026864877125075,1.0324682952620372,3.4
2020-02-01,5.7,2118330.0,1.0277052035401608,1.0342026374693776,3.4
2020-03-01,8.4,1959569.0,0.9495926389741047,0.9563594665172048,3.1
2020-04-01,13.6,1749376.0,0.8467443382090418,0.8533878246342882,
2020-05-01,14.1,1829021.0,0.8842382924421078,0.8917210980257861,
2020-06-01,12.4,1935578.0,0.9346114428237831,0.9429910438710518,
2020-07-01,11.0,1985603.0,0.9575699549801631,0.9665266896683251,
2020-08-01,10.2,2004911.0,0.9656473572154863,0.9749433246912522,
2020-09-01,9.2,2023883.0,0.9735132669285557,0.9830421580799776,
2020-10-01,9.0,2035550.0,0.9778201439201345,0.9874445249997765,3.7
2020-11-01,8.7,2049508.0,0.9831854368430258,0.9928166943110037,3.6
2020-12-01,8.9,2052921.0,0.9834556681736573,0.9929503505870424,3.6
2021-01-01,9.2,2061870.0,0.9863452838782246,0.9956414011776414,3.5
2021-02-01,8.5,2065797.0,0.9868002199179149,0.9957942882147469,3.9
2021-03-01,7.7,2088503.0,0.9961844473217166,1.0048816482820053,4.1
2021-04-01,8.2,2067190.0,0.9845498347309483,0.9927027202429326,4.1
2021-05-01,8.3,2058230.0,0.9787998983578753,0.986407669690571,4.2
2021-06-01,7.9,2076121.0,0.9857934545878864,0.9929042879615685,4.8
2021-07-01,7.4,2089072.0,0.9904009886478871,0.9969490338214474,5.0
2021-08-01,7.1,2105441.0,0.9965908066278896,1.0025463603203584,5.2
2021-09-01,7.0,2111870.0,0.998043655257712,1.003348717489642,5.5
2021-10-01,6.5,2127417.0,1.003775567222238,1.0084318671648147,5.4
2021-11-01,6.1,2137002.0,1.0066634904752023,1.0106441445436882,5.3
2021-12-01,5.9,2140435.0,1.006633192261235,1.0099247241491733,5.7
2022-01-01,6.5,2138449.0,1.004044525278415,1.0066475281988074,5.3
2022-02-01,5.5,2154659.0,1.0099809281100578,1.0119289718869036,5.3
2022-03-01,5.4,2169435.0,1.0152151718983289,1.016519403358801,5.7
2022-04-01,5.3,2167945.0,1.0128226434475869,1.013496624798559,5.7
2022-05-01,5.2,2173925.0,1.0139131554981617,1.0139895091166502,5.7
2022-06-01,5.0,2179345.0,1.014731397781094,1.014241930535618,5.6
2022-07-01,4.8,2180920.0,1.0137527418299916,1.0127338864680084,5.5
2022-08-01,5.2,2187444.0,1.0150679399008855,1.0135544126029497,5.2
2022-09-01,5.1,2191747.0,1.0153445743607097,1.0133752499458053,5.3
2022-10-01,5.1,2187842.0,1.011819723877827,1.0094414644945828,5.0
2022-11-01,5.1,2187964.0,1.0101620244027991,1.0074097980015837,4.9
2022-12-01,5.0,2181765.0,1.0055929929664935,1.0025128219540218,4.8
2023-01-01,5.0,2197226.0,1.0110026276451383,1.0075978792077123,4.8
2023-02-01,5.1,2200908.0,1.0109804545749033,1.0073001328236286,4.7
2023-03-01,5.1,2203682.0,1.010539388176689,1.0066151816414635,4.5
2023-04-01,5.1,2201259.0,1.0077182495465313,1.0035874344162334,4.5
2023-05-01,5.3,2206811.0,1.008549035002437,1.0042212464486366,4.4
2023-06-01,5.4,2202257.0,1.0047639109291997,1.0002803460293694,4.2
2023-07-01,5.5,2200199.0,1.0021261028607018,0.9975000336751964,4.0
2023-08-01,5.5,2200765.0,1.0006879332704375,0.9959282661020072,3.9
2023-09-01,5.6,2199990.0,0.9986433986954494,0.9937640421979733,3.6
2023-10-01,5.7,2201568.0,0.9976694666331519,0.9926731470744573,3.7
2023-11-01,5.8,2206369.0,0.9981542122215371,0.9930387150466646,3.8
2023-12-01,5.8,2203489.0,0.9951655736916214,0.9899519661607209,3.6
2024-01-01,5.7,2215040.0,0.9986906980574701,0.9933461969995121,3.6
2024-02-01,5.8,2218374.0,0.9985025484288413,0.993047132198375,3.7
2024-03-01,6.1,,,,
